id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude
29362493,Object_29362493,0.1160259082,0.2594418179,76874.3701692178,2002399.548773541,Earth,False,21.8
20661102,Object_20661102,0.0110803882,0.0247765013,17746.9223189203,1429127.256562259,Earth,False,26.9
19363325,Object_19363325,0.2016299194,0.4508582062,91031.6703693589,29294759.07814148,Earth,False,20.6
13634061,Object_13634061,0.0766575574,0.1714115092,90325.169228997,65709421.286687255,Earth,False,22.7
32092033,Object_32092033,0.040230458,0.0899580388,58705.5492446177,15719108.358732926,Earth,False,24.1
21011090,Object_21011090,0.5041444339,1.1273012246,66156.4771369718,59789727.23662126,Earth,False,18.61
11598970,Object_11598970,0.0350392641,0.0783501764,72054.6762179704,67252957.70307237,Earth,False,24.4
29124052,Object_29124052,0.0802703167,0.1794898848,79654.1655491798,64493340.71009002,Earth,False,22.6
8185926,Object_8185926,0.1214940408,0.2716689341,38833.3200799037,18441927.267652687,Earth,False,21.7
15213896,Object_15213896,0.0321036917,0.0717860371,76138.1389065582,32789141.852043267,Earth,False,24.59
39304667,Object_39304667,0.0560473362,0.1253256538,43780.7068243546,50290658.74645932,Earth,False,23.38
5314957,Object_5314957,0.077366861,0.1729975604,46857.1618582034,5632542.180263317,Earth,False,22.68
12625411,Object_12625411,0.2016299194,0.4508582062,30776.9408068474,9778433.267238578,Earth,False,20.6
15997306,Object_15997306,0.0183888672,0.0411187571,45088.2480672108,1673272.925174569,Earth,False,25.8
23404912,Object_23404912,0.1838886721,0.411187571,73484.6220625968,25685207.03763935,Earth,False,20.8
41732127,Object_41732127,0.2670268771,0.5970902489,45933.8299738898,44416423.9436168,Earth,False,19.99
772999,Object_772999,0.2315021222,0.5176544822,86516.8943065168,21084161.110116374,Earth,False,20.3
1629820,Object_1629820,0.2111324448,0.4721064988,92235.3849703825,74728258.35398614,Earth,False,20.5
30316137,Object_30316137,0.0088014652,0.0196806745,28009.5618070826,1802932.151704377,Earth,False,27.4
39951988,Object_39951988,0.0183888672,0.0411187571,61093.772384782,63280693.38964949,Earth,False,25.8
32956005,Object_32956005,0.0384197891,0.0859092601,58792.7867154354,29860257.20288268,Earth,False,24.2
44374232,Object_44374232,0.0175612318,0.0392681082,46189.1063263777,4892887.765349089,Earth,False,25.9
20451995,Object_20451995,0.0102460147,0.0229107855,28880.5149858114,2703173.701671574,Earth,False,27.07
37834884,Object_37834884,0.0010581689,0.0023661375,46242.3361961642,12613.434167772,Earth,False,32.0
10674886,Object_10674886,0.5841911542,1.3062911326,35279.2701777817,52136478.73751932,Earth,False,18.29
48557085,Object_48557085,0.1272198785,0.2844722965,139267.7732204788,60479826.92326417,Earth,False,21.6
6685603,Object_6685603,0.0211132445,0.0472106499,16275.8383978425,7948157.616855601,Earth,False,25.5
1170772,Object_1170772,0.0483676488,0.1081533507,40832.155201981,18511696.123871807,Earth,False,23.7
40073799,Object_40073799,0.0253837029,0.0567596853,37814.4402150668,9006207.970234128,Earth,False,25.1
17976254,Object_17976254,0.0092162655,0.0206081961,12645.7955356692,5109090.735974301,Earth,False,27.3
48506630,Object_48506630,0.0226232491,0.0505871228,38015.467891465,18735273.3719008,Earth,False,25.35
49754567,Object_49754567,0.2538370294,0.5675968529,25115.0194769944,61155085.67841479,Earth,False,20.1
8942657,Object_8942657,0.063760979,0.1425738833,12670.6684360563,55847504.76353752,Earth,False,23.1
35501470,Object_35501470,0.0189040552,0.0422707525,42734.4268982227,10087818.940952564,Earth,False,25.74
40412367,Object_40412367,1.5224918504,3.4043952726,30756.5877195095,56055923.97746919,Earth,False,16.21
8483155,Object_8483155,0.0278326768,0.0622357573,62213.8026132094,54778414.7755032,Earth,False,24.9
15537541,Object_15537541,0.0391340663,0.0875064325,57093.0994072958,17279772.983243696,Earth,False,24.16
25812580,Object_25812580,0.1160259082,0.2594418179,60774.2227799867,34968346.889750086,Earth,False,21.8
37367741,Object_37367741,0.0334622374,0.0748238376,46738.6397845985,1513736.430922397,Earth,False,24.5
36553167,Object_36553167,0.2111324448,0.4721064988,10617.0542886368,55839983.91014072,Earth,False,20.5
31153887,Object_31153887,0.0160160338,0.0358129403,85886.6539360428,72957508.69838189,Earth,False,26.1
49180021,Object_49180021,0.0096506147,0.0215794305,37531.7706462134,2814880.405892458,Earth,False,27.2
2812720,Object_2812720,0.0080270317,0.0179489885,68811.0426253451,64707240.33727063,Earth,False,27.6
16276901,Object_16276901,0.022108281,0.0494356193,68777.86623885,45655077.806571744,Earth,False,25.4
20907804,Object_20907804,0.2101623793,0.4699373665,115815.5612760992,47965662.266795926,Earth,False,20.51
26594839,Object_26594839,0.0231502122,0.0517654482,24416.0043575885,30150932.6261164,Earth,False,25.3
1264552,Object_1264552,0.0370301078,0.0828018383,20187.0625780309,23574538.573617097,Earth,False,24.28
27447252,Object_27447252,0.6959130436,1.5561088719,46796.0617974215,12662909.983166898,Earth,False,17.91
47154305,Object_47154305,0.0160160338,0.0358129403,22951.6278860203,31039035.35611819,Earth,False,26.1
40653149,Object_40653149,0.0291443905,0.0651688382,41150.1941426358,14023170.698022729,Earth,False,24.8
35735285,Object_35735285,0.02658,0.0594346868,28165.5754486087,40890741.45064575,Earth,False,25.0
13233715,Object_13233715,0.0127219879,0.0284472297,32849.9891321994,35174101.93017472,Earth,False,26.6
35102838,Object_35102838,0.0033462237,0.0074823838,62670.8011206157,72102955.40005757,Earth,False,29.5
47346219,Object_47346219,0.5788352575,1.2943149835,88656.9850406956,61550606.58932057,Earth,False,18.31
5249480,Object_5249480,0.0689532874,0.154184238,79872.9833349346,6105717.355834426,Earth,False,22.93
18379647,Object_18379647,0.0350392641,0.0783501764,19174.0590783386,1343808.19542961,Earth,False,24.4
13224336,Object_13224336,0.0766575574,0.1714115092,89477.350906154,68115546.39666736,Earth,False,22.7
10773613,Object_10773613,0.0384197891,0.0859092601,40179.355204388,18060657.54351608,Earth,False,24.2
2494203,Object_2494203,0.0088014652,0.0196806745,18417.5385509828,26523133.804295063,Earth,False,27.4
742528,Object_742528,0.5041444339,1.1273012246,78129.6530749934,73282705.9394481,Earth,False,18.61
41777976,Object_41777976,0.04411182,0.0986370281,23867.3199756775,17427125.000260532,Earth,False,23.9
10572124,Object_10572124,0.0291443905,0.0651688382,75809.6614349474,3078892.088209075,Earth,False,24.8
12475830,Object_12475830,0.2160503512,0.4831032718,47096.974234769,39567683.43721151,Earth,False,20.45
44547569,Object_44547569,0.0146067964,0.0326617897,39056.5680880471,4076682.549578226,Earth,False,26.3
35388536,Object_35388536,0.1677084622,0.3750075218,45747.0802256324,64804850.80819608,Earth,False,21.0
30485193,Object_30485193,0.1160259082,0.2594418179,51462.3354113909,55843987.68769425,Earth,False,21.8
45657533,Object_45657533,0.0334622374,0.0748238376,23924.3037485253,14099827.608648555,Earth,False,24.5
21763288,Object_21763288,0.160160338,0.358129403,63985.1802980206,51357729.64196184,Earth,False,21.1
40924783,Object_40924783,0.0334622374,0.0748238376,27201.2025317078,43880671.94910512,Earth,False,24.5
42743037,Object_42743037,0.1460679643,0.3266178974,151407.9251475894,73090071.72428691,Earth,False,21.3
32943623,Object_32943623,3.6522035696,8.1665754493,69015.0980146972,62966838.67404648,Earth,False,14.31
41361535,Object_41361535,0.0555334912,0.1241766613,54409.5678622424,34309957.343932785,Earth,False,23.4
5684203,Object_5684203,0.0127219879,0.0284472297,25682.035037514,32995459.51509717,Earth,False,26.6
37574423,Object_37574423,0.0732073989,0.1636967205,26830.7797964947,17083083.498942137,Earth,False,22.8
12934222,Object_12934222,0.0242412481,0.0542050786,14799.1876084147,21746916.669769622,Earth,False,25.2
1634088,Object_1634088,0.0063760979,0.0142573883,23782.9262425636,45895500.67234995,Earth,False,28.1
41276032,Object_41276032,0.0305179233,0.0682401509,37007.6914692126,30082339.728833776,Earth,False,24.7
2560977,Object_2560977,0.022108281,0.0494356193,66614.2638451301,49362281.2030972,Earth,False,25.4
43753598,Object_43753598,0.2304384666,0.5152760759,48393.0284368126,29960131.583254207,Earth,False,20.31
6842088,Object_6842088,0.0306587876,0.0685551332,87252.1243945049,72187092.87737383,Earth,False,24.69
3743209,Object_3743209,0.0305179233,0.0682401509,66487.4775075618,30472052.56227596,Earth,False,24.7
19926157,Object_19926157,0.0192555078,0.0430566244,42139.530965858,1222601.15879608,Earth,False,25.7
37101150,Object_37101150,0.0106305314,0.023770591,29256.398596989,5315787.883945038,Earth,False,26.99
5953452,Object_5953452,0.3051792326,0.6824015094,65368.146395965,62390156.62750386,Earth,False,19.7
29656767,Object_29656767,0.0840533402,0.1879489824,41712.9806433632,27409647.95451532,Earth,False,22.5
25740400,Object_25740400,0.2424124811,0.5420507863,42273.7124881183,46338985.06890344,Earth,False,20.2
48860461,Object_48860461,0.0175612318,0.0392681082,35921.391043049,42986008.75411236,Earth,False,25.9
9248841,Object_9248841,0.0319561887,0.0714562102,58912.7435552275,6631700.863751488,Earth,False,24.6
26560595,Object_26560595,0.1756123185,0.3926810818,56633.438533905,62190718.10282361,Earth,False,20.9
14860473,Object_14860473,0.4726666672,1.0569147985,72361.2362979985,70983207.27978238,Earth,False,18.75
8386669,Object_8386669,0.0198863453,0.04446722,33931.533054747,21909142.754206955,Earth,False,25.63
11562510,Object_11562510,0.0127219879,0.0284472297,24499.1890498676,1508890.776395653,Earth,False,26.6
42159459,Object_42159459,0.0167708462,0.0375007522,27993.2149707896,56937196.90647485,Earth,False,26.0
44633365,Object_44633365,0.0324007435,0.0724502651,34757.8482815766,1930490.455667479,Earth,False,24.57
6918218,Object_6918218,0.7055941584,1.5777565026,72591.66923315,70403577.4221712,Earth,False,17.88
12676563,Object_12676563,0.02658,0.0594346868,23361.9126618132,55293074.12857551,Earth,False,25.0
26688212,Object_26688212,0.0225193047,0.050354696,39021.816937423,50157873.77715437,Earth,False,25.36
21651210,Object_21651210,0.0278326768,0.0622357573,22613.2079129133,62915959.69047013,Earth,False,24.9
22929136,Object_22929136,0.876102615,1.9590250023,117200.9095669289,36977192.80521916,Earth,False,17.41
32424157,Object_32424157,0.04411182,0.0986370281,26838.2150259262,52568758.10401194,Earth,False,23.9
23280634,Object_23280634,0.0802703167,0.1794898848,76085.5491317376,62056258.34048465,Earth,False,22.6
2972203,Object_2972203,0.0101054342,0.0225964377,81616.3739871635,55352475.55320789,Earth,False,27.1
11942785,Object_11942785,0.0146067964,0.0326617897,58079.4728139533,63958721.05177593,Earth,False,26.3
45685665,Object_45685665,0.0113908197,0.0254706471,54947.2608302479,57216049.86435885,Earth,False,26.84
8359770,Object_8359770,0.008405334,0.0187948982,54854.0366276138,52533535.88391192,Earth,False,27.5
15312750,Object_15312750,0.0133215567,0.0297879063,37733.9606478454,10302296.71902136,Earth,False,26.5
42675310,Object_42675310,0.0384197891,0.0859092601,63850.0926116081,53097676.55758074,Earth,False,24.2
36592491,Object_36592491,0.0253837029,0.0567596853,48439.0547781818,51903877.68613278,Earth,False,25.1
1012331,Object_1012331,0.0025150984,0.0056239309,32464.5126338154,69120717.9271836,Earth,False,30.12
25511904,Object_25511904,0.0121494041,0.0271668934,36723.5332653521,9761072.1801087,Earth,False,26.7
33843258,Object_33843258,0.0836671502,0.1870854353,41285.0876535443,11290913.494927011,Earth,False,22.51
14260559,Object_14260559,0.0160160338,0.0358129403,22528.5448260028,7113397.074158649,Earth,False,26.1
1952987,Object_1952987,0.3669061375,0.8204270649,82466.8279589416,66558581.746355735,Earth,False,19.3
41478916,Object_41478916,0.1572370824,0.3515928047,62388.020415532,63072915.02307333,Earth,False,21.14
19763483,Object_19763483,3.602093458,8.0545258335,65111.8473217908,29372239.67463952,Earth,False,14.34
4402724,Object_4402724,0.1108038821,0.2477650126,29467.1350685266,59249593.86457238,Earth,False,21.9
35776874,Object_35776874,0.0139493823,0.0311917671,39742.2869985115,1671781.673767261,Earth,False,26.4
24807821,Object_24807821,0.0167708462,0.0375007522,52137.3530188228,2328194.074295494,Earth,False,26.0
31632191,Object_31632191,0.022108281,0.0494356193,30978.001575148,7035405.002543073,Earth,False,25.4
36114477,Object_36114477,0.0183888672,0.0411187571,89082.1394095604,1391660.305463102,Earth,False,25.8
46211446,Object_46211446,0.0201629919,0.0450858206,38396.86104299,7534086.151195785,Earth,False,25.6
25618854,Object_25618854,0.0042126461,0.0094197631,23711.4242209692,58594284.31450157,Earth,False,29.0
10210179,Object_10210179,0.0092162655,0.0206081961,25892.1137315106,40938634.101702005,Earth,False,27.3
48251270,Object_48251270,0.0058150704,0.0130028927,15218.4715516983,2099464.43626711,Earth,False,28.3
6350490,Object_6350490,0.058150704,0.130028927,38204.7594590434,18944659.69118265,Earth,False,23.3
49487479,Object_49487479,0.0699125232,0.1563291544,39797.7399347749,10158941.104383064,Earth,False,22.9
15969092,Object_15969092,0.0766575574,0.1714115092,60102.7384008164,14737598.55875694,Earth,False,22.7
30866389,Object_30866389,0.0421264611,0.0941976306,30333.3312818064,71235857.39282696,Earth,False,24.0
13456009,Object_13456009,0.1394938229,0.3119176705,11688.038134671,55936206.60650554,Earth,False,21.4
47731804,Object_47731804,0.0608912622,0.1361570015,63211.9839633418,7784757.697771531,Earth,False,23.2
20443343,Object_20443343,0.3503926411,0.7835017643,103496.4563038362,66994114.14845108,Earth,False,19.4
26913040,Object_26913040,0.04411182,0.0986370281,36201.4788920504,73293682.71307892,Earth,False,23.9
46371263,Object_46371263,0.0175612318,0.0392681082,18596.982567876,33457599.00539625,Earth,False,25.9
22636598,Object_22636598,0.1394938229,0.3119176705,36375.6626026682,53194172.70389215,Earth,False,21.4
7004887,Object_7004887,0.096506147,0.2157943048,51455.2330885054,50176441.32622644,Earth,False,22.2
6480984,Object_6480984,0.0167708462,0.0375007522,53501.604872782,51824440.57389194,Earth,False,26.0
2073409,Object_2073409,0.063760979,0.1425738833,64031.1325458534,47648049.39838214,Earth,False,23.1
35960222,Object_35960222,0.0192555078,0.0430566244,27490.0775622354,9859820.058599556,Earth,False,25.7
19807062,Object_19807062,0.040230458,0.0899580388,49687.7140308316,63201825.91617803,Earth,False,24.1
35111543,Object_35111543,0.0183888672,0.0411187571,28205.6440954447,13953131.727889536,Earth,False,25.8
27010450,Object_27010450,0.063760979,0.1425738833,17061.8957387554,74278569.77472886,Earth,False,23.1
6337369,Object_6337369,0.022108281,0.0494356193,14365.7598172289,8865034.98851913,Earth,False,25.4
43333679,Object_43333679,0.0532788665,0.1191351672,58812.0353283852,18467481.785243105,Earth,False,23.49
33760850,Object_33760850,0.063760979,0.1425738833,50810.6820686198,17931788.866930284,Earth,False,23.1
13567839,Object_13567839,0.0066765941,0.0149293183,13337.2417229274,21161220.0949374,Earth,False,28.0
10755197,Object_10755197,0.0921626549,0.2060819612,102772.7267108666,41663929.99337535,Earth,False,22.3
15465968,Object_15465968,0.0584191154,0.1306291133,51330.0461854201,8189034.586968198,Earth,False,23.29
37746767,Object_37746767,0.0555334912,0.1241766613,87717.968535335,54131535.2898037,Earth,False,23.4
4804653,Object_4804653,0.0127219879,0.0284472297,65083.9689325922,61735449.23877937,Earth,False,26.6
38560346,Object_38560346,0.2315021222,0.5176544822,14183.5871975128,52911350.77987896,Earth,False,20.3
33542640,Object_33542640,0.2210828104,0.4943561926,59229.5065982172,56481290.54606741,Earth,False,20.4
44796812,Object_44796812,0.4836764882,1.0815335068,20516.7311416427,51969964.60965589,Earth,False,18.7
44460625,Object_44460625,0.0201629919,0.0450858206,21940.9188605463,15152926.152851785,Earth,False,25.6
18239774,Object_18239774,0.6061149227,1.3553141694,117291.8961523073,56473026.789648175,Earth,False,18.21
48830121,Object_48830121,0.2783267681,0.6223575734,61716.0479563541,23652308.47743593,Earth,False,19.9
6506732,Object_6506732,0.1010543415,0.2259643771,58118.4315682168,21076643.00932037,Earth,False,22.1
32977318,Object_32977318,0.1272198785,0.2844722965,88763.0181491563,31994127.09975897,Earth,False,21.6
40328549,Object_40328549,0.0055533491,0.0124176661,19596.1582598424,37776232.53307517,Earth,False,28.4
26886671,Object_26886671,0.046190746,0.1032856481,24385.8596870349,23906452.788965862,Earth,False,23.8
1161966,Object_1161966,0.0192555078,0.0430566244,39090.9281390618,34203238.48701408,Earth,False,25.7
39819076,Object_39819076,0.0319561887,0.0714562102,25136.9024344624,5122715.795818374,Earth,False,24.6
43765017,Object_43765017,0.1677084622,0.3750075218,56115.1467555484,42119234.71602901,Earth,False,21.0
5384102,Object_5384102,0.0699125232,0.1563291544,47530.8889845012,21325694.784958698,Earth,False,22.9
41807833,Object_41807833,0.6554732558,1.4656827575,49753.3154494878,44354369.92435252,Earth,False,18.04
3425102,Object_3425102,0.0139493823,0.0311917671,28424.9693563115,16469065.54903448,Earth,False,26.4
42304527,Object_42304527,0.0319561887,0.0714562102,24998.9405087488,371631.312889953,Earth,False,24.6
24496006,Object_24496006,0.0683211199,0.1527706684,32869.2454432823,33885720.269172646,Earth,False,22.95
31571369,Object_31571369,0.0202560601,0.0452939273,20252.835932651,6331125.92114881,Earth,False,25.59
7404480,Object_7404480,0.096506147,0.2157943048,44032.135778087,67258037.8971397,Earth,False,22.2
8125860,Object_8125860,0.0053034072,0.0118587791,26699.9349954559,47053150.99872706,Earth,False,28.5
14385543,Object_14385543,0.7154099509,1.599705282,118911.1951289959,45835938.22057031,Earth,False,17.85
47271166,Object_47271166,0.4411182,0.9863702813,67845.4786508591,26371199.5297212,Earth,False,18.9
3144849,Object_3144849,0.1487835705,0.3326901775,107176.7078469655,59894715.36586236,Earth,False,21.26
28599164,Object_28599164,0.0253837029,0.0567596853,33702.9388959046,2386863.725986982,Earth,False,25.1
43169460,Object_43169460,0.1460679643,0.3266178974,96923.6788640969,46086773.30753753,Earth,False,21.3
26532579,Object_26532579,0.4411182,0.9863702813,113681.9563682663,65255172.84467409,Earth,False,18.9
19431623,Object_19431623,0.046190746,0.1032856481,60521.1688014977,49894558.57764112,Earth,False,23.8
45276868,Object_45276868,0.3635423218,0.8129053443,61261.9148340893,41381598.84013448,Earth,False,19.32
32937350,Object_32937350,0.0375452479,0.0839537266,54248.578253816,51534800.21832074,Earth,False,24.25
13786705,Object_13786705,0.3771854893,0.8434123941,64951.8349060883,45800337.173784085,Earth,False,19.24
26919675,Object_26919675,0.0139493823,0.0311917671,20213.096288762,7595240.518789464,Earth,False,26.4
41624992,Object_41624992,0.4836764882,1.0815335068,68808.9928052635,60083021.011534445,Earth,False,18.7
14882401,Object_14882401,0.0421264611,0.0941976306,55342.2921556576,58047547.01928048,Earth,False,24.0
49693081,Object_49693081,0.02658,0.0594346868,45363.0065770379,4253185.746095596,Earth,False,25.0
47083392,Object_47083392,0.1797028549,0.4018277992,60799.8605157763,57285718.37032677,Earth,False,20.85
14562919,Object_14562919,0.0201629919,0.0450858206,40649.5357497302,23935890.538146168,Earth,False,25.6
876720,Object_876720,0.0242412481,0.0542050786,51668.6809823507,2074856.48423933,Earth,False,25.2
26540651,Object_26540651,0.0880146521,0.1968067451,25695.4756034705,11300725.409783293,Earth,False,22.4
11776225,Object_11776225,0.0483676488,0.1081533507,52676.1411118812,57379364.45281788,Earth,False,23.7
21762677,Object_21762677,0.5895966084,1.3183780956,100100.5107605543,13235505.973327484,Earth,False,18.27
35076465,Object_35076465,0.0766575574,0.1714115092,44881.953111067,41349444.4833937,Earth,False,22.7
26142278,Object_26142278,0.2658,0.5943468684,45497.5678307909,33084111.93092896,Earth,False,20.0
8835445,Object_8835445,0.0506471459,0.1132504611,51179.6237359979,58060186.2890004,Earth,False,23.6
816300,Object_816300,0.022108281,0.0494356193,14516.1042288681,17833170.405556764,Earth,False,25.4
42012471,Object_42012471,0.160160338,0.358129403,79950.3903901156,61626795.004296914,Earth,False,21.1
43653822,Object_43653822,0.0506471459,0.1132504611,31866.7224885616,41065235.38321136,Earth,False,23.6
13108068,Object_13108068,0.0110294785,0.0246626636,34005.2609491741,9274283.269252276,Earth,False,26.91
34794048,Object_34794048,0.0139493823,0.0311917671,9110.820737448,5684139.532811407,Earth,False,26.4
16305897,Object_16305897,0.0167708462,0.0375007522,33474.148114267,1263773.708974285,Earth,False,26.0
35156227,Object_35156227,0.2424124811,0.5420507863,83910.8907601272,62852200.659402095,Earth,False,20.2
13973866,Object_13973866,0.1272198785,0.2844722965,71574.2308815642,48580465.56064172,Earth,False,21.6
22235211,Object_22235211,0.5761757511,1.2883681464,70541.1782203079,67817832.58812737,Earth,False,18.32
36891348,Object_36891348,0.0350392641,0.0783501764,84780.591362352,64478098.67678869,Earth,False,24.4
2637929,Object_2637929,0.0171614894,0.0383742569,88540.1557570505,68037976.68471816,Earth,False,25.95
47942325,Object_47942325,0.0183888672,0.0411187571,28058.8783119908,2453845.63372715,Earth,False,25.8
17696294,Object_17696294,0.0530340723,0.1185877909,72799.6240645369,46533943.84048718,Earth,False,23.5
43047600,Object_43047600,0.04411182,0.0986370281,19442.8124362825,33121229.675720166,Earth,False,23.9
9886933,Object_9886933,0.0192555078,0.0430566244,40993.6589111516,2052735.133046903,Earth,False,25.7
26781860,Object_26781860,0.0305179233,0.0682401509,36849.4483756763,45836242.143603,Earth,False,24.7
46410599,Object_46410599,0.0116025908,0.0259441818,30320.7095546199,3208931.083891665,Earth,False,26.8
45298703,Object_45298703,0.1925550782,0.4305662442,20644.9266445104,38289314.930120446,Earth,False,20.7
9298449,Object_9298449,0.0180532326,0.0403682552,28452.6668356475,64003614.90880954,Earth,False,25.84
21462946,Object_21462946,0.0151549664,0.033887535,43031.6552416014,23296605.358397644,Earth,False,26.22
16596783,Object_16596783,0.0231502122,0.0517654482,78203.7120010064,62702315.35205468,Earth,False,25.3
19926769,Object_19926769,0.1010543415,0.2259643771,7560.0466494095,56964068.99234551,Earth,False,22.1
13337234,Object_13337234,0.1756123185,0.3926810818,43073.9839549775,53518092.4240279,Earth,False,20.9
22789937,Object_22789937,0.1010543415,0.2259643771,35985.6270211319,42398732.30609463,Earth,False,22.1
20110603,Object_20110603,0.3669061375,0.8204270649,104330.738125067,73351243.81463411,Earth,False,19.3
46759036,Object_46759036,0.0300992017,0.067303861,85226.6057574496,69813069.34600596,Earth,False,24.73
48197163,Object_48197163,0.0201629919,0.0450858206,38840.1805991484,10817540.07225858,Earth,False,25.6
46810877,Object_46810877,0.1748054532,0.3908768761,26252.0395274865,22098892.00436475,Earth,False,20.91
6984231,Object_6984231,0.1123453177,0.2512117673,26357.3672503861,5429580.326548823,Earth,False,21.87
43526476,Object_43526476,0.0220067027,0.0492084832,18719.1774028185,13473472.57671838,Earth,False,25.41
40053560,Object_40053560,3.5039264111,7.8350176433,102657.1593829579,60168046.60652552,Earth,False,14.4
34312516,Object_34312516,0.0110803882,0.0247765013,43387.2744355336,1148094.343556829,Earth,False,26.9
36527466,Object_36527466,0.0192555078,0.0430566244,22147.5741049175,37566795.88906984,Earth,False,25.7
42123261,Object_42123261,0.0183888672,0.0411187571,30345.1462847567,63092063.72995077,Earth,False,25.8
29141624,Object_29141624,0.0050647146,0.0113250461,10103.8689264179,11093652.561721835,Earth,False,28.6
22907164,Object_22907164,0.0483676488,0.1081533507,24447.7608834108,41340231.63320784,Earth,False,23.7
26021602,Object_26021602,0.0540200494,0.1207925025,68269.2252210518,6560521.374417203,Earth,False,23.46
32515680,Object_32515680,0.135692229,0.303417048,19338.0187009422,73975740.63158189,Earth,False,21.46
35747610,Object_35747610,0.0278326768,0.0622357573,46996.9145317897,10680345.49629836,Earth,False,24.9
16415583,Object_16415583,0.2390864572,0.5346135707,59419.7111732166,65757499.73829806,Earth,False,20.23
5016513,Object_5016513,0.003094247,0.0069189466,36662.5750658242,34522027.209645845,Earth,False,29.67
11170885,Object_11170885,0.3895426161,0.8710437698,80917.7960213867,64467026.72899297,Earth,False,19.17
31075996,Object_31075996,0.0366906138,0.0820427065,52148.5544691947,33756345.26363605,Earth,False,24.3
42646758,Object_42646758,0.0167708462,0.0375007522,64906.8077680459,35825786.55929776,Earth,False,26.0
32204816,Object_32204816,0.0608912622,0.1361570015,70540.8916531644,70589371.7683996,Earth,False,23.2
29894629,Object_29894629,0.0167708462,0.0375007522,27266.0003994061,56819529.16096829,Earth,False,26.0
32871480,Object_32871480,0.0305179233,0.0682401509,32478.7740356829,7818221.933462033,Earth,False,24.7
5549322,Object_5549322,0.1460679643,0.3266178974,77723.0642423185,10662543.55920538,Earth,False,21.3
11440833,Object_11440833,0.0211132445,0.0472106499,22123.4694072096,37447607.01746134,Earth,False,25.5
38521171,Object_38521171,0.0136318556,0.0304817558,69004.7932825159,69818463.77039921,Earth,False,26.45
3884192,Object_3884192,0.042320908,0.0946324271,36275.9827397738,73711726.95961359,Earth,False,23.99
26732565,Object_26732565,0.1460679643,0.3266178974,50887.9244594984,56767967.69694921,Earth,False,21.3
24551848,Object_24551848,0.0732073989,0.1636967205,89123.366475779,34899225.01439914,Earth,False,22.8
34191275,Object_34191275,0.0732073989,0.1636967205,20108.5956725319,24457791.684748583,Earth,False,22.8
33902913,Object_33902913,0.1123453177,0.2512117673,69500.3460481436,37915063.93412999,Earth,False,21.87
7163689,Object_7163689,0.21505769,0.4808836139,31221.6167591936,22119957.47883093,Earth,False,20.46
44803594,Object_44803594,0.0334622374,0.0748238376,23148.5732656381,9798797.486729346,Earth,False,24.5
35238371,Object_35238371,0.3346223745,0.7482383761,62861.8783731239,71768423.89517424,Earth,False,19.5
12142159,Object_12142159,0.0110803882,0.0247765013,44928.7032761014,56398061.202621,Earth,False,26.9
7262922,Object_7262922,0.0125474356,0.028056919,12236.3853919964,6035265.809735561,Earth,False,26.63
