id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
45426403,Object_45426403,0.0152951935,0.0342010925,20602.18673132,3716013.03557231,Earth,False,26.2,False
13853615,Object_13853615,0.0201629919,0.0450858206,56118.5144283697,41147359.7369508,Earth,False,25.6,False
45999505,Object_45999505,0.1123453177,0.2512117673,21314.610299226,33597761.169263445,Earth,False,21.87,True
48396579,Object_48396579,0.1677084622,0.3750075218,33224.6121579185,56255961.56681986,Earth,False,21.0,False
30262353,Object_30262353,0.0319561887,0.0714562102,42201.2078076503,4765201.196172249,Earth,False,24.6,False
49352831,Object_49352831,0.0046190746,0.0103285648,39936.7929644111,51859501.39285002,Earth,False,28.8,False
4549183,Object_4549183,0.0127807099,0.0285785361,84473.0376175354,62636667.00460705,Earth,False,26.59,False
5115335,Object_5115335,0.0138214936,0.0309057992,41293.6645716018,2540587.295804564,Earth,False,26.42,False
32581812,Object_32581812,0.0231502122,0.0517654482,19687.7524434541,25056755.46636005,Earth,False,25.3,False
46949387,Object_46949387,0.1529519353,0.3420109247,25258.6733991295,41145997.64834445,Earth,False,21.2,False
35888238,Object_35888238,0.0089527195,0.0200188893,42876.8186083495,439841.748258135,Earth,False,27.363,False
10339396,Object_10339396,0.0421264611,0.0941976306,89533.5069291185,71420884.12246482,Earth,False,24.0,False
7428469,Object_7428469,0.0050647146,0.0113250461,27820.6235569759,272424.318536067,Earth,False,28.6,False
22952052,Object_22952052,0.0319561887,0.0714562102,31352.0801982431,29157697.584446408,Earth,False,24.6,False
48771225,Object_48771225,1.6389095149,3.6647130844,72919.5728417672,55950844.069934845,Earth,False,16.05,False
36352652,Object_36352652,0.0880146521,0.1968067451,57254.6154836092,42077657.12961777,Earth,False,22.4,False
18992445,Object_18992445,0.0411675457,0.0920534307,67182.4130340154,45758732.34560073,Earth,False,24.05,False
5853445,Object_5853445,0.0105816886,0.023661375,70243.21986061,49202091.08583142,Earth,False,27.0,False
36272738,Object_36272738,0.002658,0.0059434687,10755.5195431265,680957.08761679,Earth,False,30.0,False
13950116,Object_13950116,0.0840533402,0.1879489824,30781.0619122116,11943979.899736105,Earth,False,22.5,False
40772291,Object_40772291,0.0231502122,0.0517654482,53307.0559227042,50916743.17080245,Earth,False,25.3,False
24201593,Object_24201593,0.0506471459,0.1132504611,60679.8733274492,55432096.80546691,Earth,False,23.6,False
11453033,Object_11453033,0.3602093458,0.8054525833,101492.9521330399,21869271.03230733,Earth,False,19.34,True
12771129,Object_12771129,0.1460679643,0.3266178974,83905.4316555137,54460200.49373244,Earth,False,21.3,True
7159733,Object_7159733,0.0073207399,0.016369672,61917.8320999174,109504.773172354,Earth,False,27.8,False
21049671,Object_21049671,0.0555334912,0.1241766613,37014.6404428808,6550094.702073943,Earth,False,23.4,False
7856224,Object_7856224,0.1925550782,0.4305662442,15680.8551654785,58802582.26439982,Earth,False,20.7,True
41713965,Object_41713965,0.0231502122,0.0517654482,46375.151581237,41473133.66284606,Earth,False,25.3,False
31411029,Object_31411029,0.0279611466,0.0625230245,30495.4393957068,69007427.75942834,Earth,False,24.89,False
31595078,Object_31595078,0.0051351718,0.0114825932,55459.1378846473,67857834.7892892,Earth,False,28.57,False
15660150,Object_15660150,0.0017805533,0.0039814382,29035.6430263206,73635.168289909,Earth,False,30.87,False
35516129,Object_35516129,0.0278326768,0.0622357573,34153.6308366686,3173732.545134466,Earth,False,24.9,False
25638287,Object_25638287,0.0110803882,0.0247765013,17858.1964961294,8224957.777807677,Earth,False,26.9,False
12936781,Object_12936781,0.1838886721,0.411187571,62620.4566574536,69247830.04053964,Earth,False,20.8,False
22477915,Object_22477915,0.0088014652,0.0196806745,27332.5107827916,37586146.26883584,Earth,False,27.4,False
18522325,Object_18522325,0.1677084622,0.3750075218,44517.7953629806,69086981.13913375,Earth,False,21.0,False
17187007,Object_17187007,0.1034081995,0.2312277636,50089.0188767245,60829828.41868315,Earth,False,22.05,False
25640176,Object_25640176,0.7665755735,1.7141150923,61010.7536394943,61905081.824001685,Earth,False,17.7,False
11546425,Object_11546425,0.3037770614,0.6792661593,82738.9414192655,21569208.53720834,Earth,False,19.71,True
26999720,Object_26999720,0.2492039814,0.5572370428,67081.9983936786,33048740.142878503,Earth,False,20.14,False
17293148,Object_17293148,0.0802703167,0.1794898848,47524.9438357085,67977661.42653711,Earth,False,22.6,False
25451585,Object_25451585,0.0319561887,0.0714562102,16388.4105629062,1376919.754141587,Earth,False,24.6,False
35776947,Object_35776947,0.063760979,0.1425738833,52087.5602712479,6078171.795312817,Earth,False,23.1,False
29948210,Object_29948210,0.2111324448,0.4721064988,94358.6467481606,72445276.6156297,Earth,False,20.5,False
6229108,Object_6229108,0.0127219879,0.0284472297,38548.3276387595,2214032.409188762,Earth,False,26.6,False
41936964,Object_41936964,0.046190746,0.1032856481,34938.7136383519,10517615.655993596,Earth,False,23.8,False
42279194,Object_42279194,0.0096506147,0.0215794305,40523.2159314823,2876339.519307114,Earth,False,27.2,False
8158693,Object_8158693,0.0152951935,0.0342010925,22076.5386665791,68874032.84968783,Earth,False,26.2,False
25866693,Object_25866693,0.0126635356,0.0283165265,32108.5856214849,985778.036644104,Earth,False,26.61,False
46680436,Object_46680436,0.0055533491,0.0124176661,14603.8006061094,5349514.948133343,Earth,False,28.4,False
30694276,Object_30694276,0.0142087207,0.0317716653,61045.4652193904,57853375.431688674,Earth,False,26.36,False
45077941,Object_45077941,0.8064082768,1.8031837245,43005.8522275654,63435298.10588116,Earth,False,17.59,False
29812100,Object_29812100,0.0211132445,0.0472106499,48585.2109233166,61488735.30385449,Earth,False,25.5,False
25816216,Object_25816216,0.0802703167,0.1794898848,79154.0782763908,36018349.072199844,Earth,False,22.6,False
41057549,Object_41057549,0.0608912622,0.1361570015,100733.4904116596,67975560.62364869,Earth,False,23.2,False
46587570,Object_46587570,0.02658,0.0594346868,35151.369176987,4162017.498004669,Earth,False,25.0,False
8070808,Object_8070808,0.1579628558,0.3532156834,17213.4890731656,47680102.94111833,Earth,False,21.13,False
27713576,Object_27713576,0.0483676488,0.1081533507,58695.2820364169,70922099.03321202,Earth,False,23.7,False
32146685,Object_32146685,0.0389542616,0.087104377,59763.9221504287,5710486.500238789,Earth,False,24.17,False
12371844,Object_12371844,0.1529519353,0.3420109247,59566.6051372613,58099870.77420593,Earth,False,21.2,False
36486611,Object_36486611,0.0670741189,0.1499822895,25039.7583052986,35204260.591490544,Earth,False,22.99,False
42371619,Object_42371619,0.0023150212,0.0051765448,72119.1168623185,56085114.4264106,Earth,False,30.3,False
1440525,Object_1440525,0.0555334912,0.1241766613,49751.6564161487,7420877.200124148,Earth,False,23.4,False
10022005,Object_10022005,0.1015207872,0.2270073813,24643.2292801674,64057372.49947979,Earth,False,22.09,False
29159526,Object_29159526,0.3503926411,0.7835017643,89886.250240474,23495336.06075599,Earth,False,19.4,True
4623889,Object_4623889,0.2007035141,0.4487867009,42608.303673309,29575014.18694141,Earth,False,20.61,False
8335666,Object_8335666,0.0300992017,0.067303861,23159.5010466649,63345487.63797792,Earth,False,24.73,False
11188491,Object_11188491,0.0300992017,0.067303861,51744.4644786548,30885571.248846337,Earth,False,24.73,False
23843597,Object_23843597,0.0201629919,0.0450858206,50585.5331682095,47224845.41659265,Earth,False,25.6,False
8562577,Object_8562577,0.0658498783,0.1472448042,8987.3820623354,47345575.50529705,Earth,False,23.03,False
32699351,Object_32699351,0.5815070396,1.30028927,31208.8527174447,19956272.12807216,Earth,False,18.3,False
6078738,Object_6078738,0.0127219879,0.0284472297,59574.6582702268,32823501.38610636,Earth,False,26.6,False
44986397,Object_44986397,0.0921626549,0.2060819612,32637.7750280981,38194734.4892529,Earth,False,22.3,False
47983317,Object_47983317,0.0101054342,0.0225964377,23601.0214911058,3413126.551561753,Earth,False,27.1,False
27862153,Object_27862153,0.0146067964,0.0326617897,89403.122385562,61425062.26164213,Earth,False,26.3,False
40179923,Object_40179923,0.3195618867,0.7145621017,79686.606843761,50301370.88145811,Earth,False,19.6,False
26222050,Object_26222050,0.1272198785,0.2844722965,57366.618814508,13184986.862387206,Earth,False,21.6,True
10995876,Object_10995876,0.0116025908,0.0259441818,30729.1332811128,1068822.806238504,Earth,False,26.8,False
10878649,Object_10878649,0.0105816886,0.023661375,17409.4272340779,6309142.020479339,Earth,False,27.0,False
3906231,Object_3906231,0.0102933082,0.0230165369,25538.921797315,4422537.177081024,Earth,False,27.06,False
6754406,Object_6754406,0.0550243571,0.1230382028,29608.5595127405,12143920.175672336,Earth,False,23.42,False
30812573,Object_30812573,0.0160160338,0.0358129403,32842.006811907,26985221.9077258,Earth,False,26.1,False
35229292,Object_35229292,0.02658,0.0594346868,30796.2362374156,16972033.34985311,Earth,False,25.0,False
21331524,Object_21331524,0.008405334,0.0187948982,8287.9279888013,6559439.692058381,Earth,False,27.5,False
35114944,Object_35114944,0.0431077124,0.0963917753,38762.6277715758,49032646.41049361,Earth,False,23.95,False
35378468,Object_35378468,0.1460679643,0.3266178974,48518.9840283304,46017727.36806541,Earth,False,21.3,False
23664716,Object_23664716,0.0766575574,0.1714115092,56109.9470171177,46118755.62672782,Earth,False,22.7,False
31425892,Object_31425892,0.0096062741,0.021480282,47125.1111893366,63624842.00304281,Earth,False,27.21,False
12410130,Object_12410130,0.0106305314,0.023770591,60879.3428408846,37900494.29837495,Earth,False,26.99,False
18192575,Object_18192575,0.0667659413,0.1492931834,23653.000804794,32072555.53340155,Earth,False,23.0,False
3044224,Object_3044224,0.0608912622,0.1361570015,29400.3091255044,3566299.481539439,Earth,False,23.2,False
47222535,Object_47222535,0.0152951935,0.0342010925,17329.1425285308,14741059.535398964,Earth,False,26.2,False
49163652,Object_49163652,0.0069912523,0.0156329154,28261.2079567171,2311411.138053804,Earth,False,27.9,False
33882527,Object_33882527,0.096506147,0.2157943048,79986.2998254739,60636471.2718152,Earth,False,22.2,False
44492523,Object_44492523,0.4023045798,0.8995803882,73366.3775207812,61076841.36983061,Earth,False,19.1,False
2511403,Object_2511403,0.1756123185,0.3926810818,27670.3726592092,37848635.26923265,Earth,False,20.9,False
1996829,Object_1996829,0.0241298697,0.0539560289,73054.168072996,444027.032907338,Earth,False,25.21,False
29621772,Object_29621772,0.4023045798,0.8995803882,59955.3586259168,17931131.877964605,Earth,False,19.1,False
43813730,Object_43813730,2.3689449936,5.2971220406,69559.7212932718,55334045.185382605,Earth,False,15.25,True
3553087,Object_3553087,0.4836764882,1.0815335068,47176.8998734681,14383238.15540083,Earth,False,18.7,True
43149765,Object_43149765,0.2315021222,0.5176544822,76108.9201675261,67710847.2974022,Earth,False,20.3,False
25808762,Object_25808762,0.0485909037,0.1086525639,22701.7204461766,24019508.76125564,Earth,False,23.69,False
3105949,Object_3105949,0.0699125232,0.1563291544,37066.0737762961,45682776.24115671,Earth,False,22.9,False
45483555,Object_45483555,0.0160160338,0.0358129403,19712.4527179647,15276900.779999888,Earth,False,26.1,False
42768443,Object_42768443,0.1289896833,0.2884297004,70882.1062811633,68147402.21589878,Earth,False,21.57,False
19712263,Object_19712263,0.0231502122,0.0517654482,35742.9788787322,17945737.10305292,Earth,False,25.3,False
24967396,Object_24967396,0.0421264611,0.0941976306,48556.5835791251,10840148.97786912,Earth,False,24.0,False
47359460,Object_47359460,0.0802703167,0.1794898848,53779.8502270321,21554257.05289013,Earth,False,22.6,False
8007945,Object_8007945,1.0484675089,2.3444446221,97429.3716695371,49639184.46690128,Earth,False,17.02,False
22385639,Object_22385639,0.0088014652,0.0196806745,41649.1331688238,682881.424857748,Earth,False,27.4,False
39772079,Object_39772079,0.1332155667,0.2978790628,76467.8298758522,58494041.20530007,Earth,False,21.5,False
11730347,Object_11730347,0.0880146521,0.1968067451,43747.6159054177,41621256.37816956,Earth,False,22.4,False
15889281,Object_15889281,0.1160259082,0.2594418179,35554.463735717,73584974.00082386,Earth,False,21.8,True
32968350,Object_32968350,0.1447288051,0.3236234466,121055.3237833502,71619771.31915496,Earth,False,21.32,False
47051289,Object_47051289,0.0092162655,0.0206081961,13181.5777848742,5871383.258003297,Earth,False,27.3,False
43020002,Object_43020002,0.3225187565,0.7211738634,73207.5403070614,32609522.18781869,Earth,False,19.58,False
48997033,Object_48997033,0.1579628558,0.3532156834,61059.5365715197,37488557.20536557,Earth,False,21.13,False
9800908,Object_9800908,0.1214940408,0.2716689341,46960.7142167528,42511095.146573335,Earth,False,21.7,False
46648744,Object_46648744,0.0224158379,0.0501233372,82345.9713438967,68014062.43297336,Earth,False,25.37,False
46922329,Object_46922329,0.0060891262,0.0136157002,44098.0542216468,1698600.233520031,Earth,False,28.2,False
46713359,Object_46713359,0.004411182,0.0098637028,13195.0105162025,18795605.175606284,Earth,False,28.9,False
46753653,Object_46753653,0.0273246732,0.0610998267,52419.2802011154,69094167.59641173,Earth,False,24.94,False
44206139,Object_44206139,1.9613494437,4.3857106837,45759.5551081886,38242162.75860112,Earth,False,15.66,False
18834400,Object_18834400,0.058150704,0.130028927,8507.7840373968,44575030.52254927,Earth,False,23.3,False
46758695,Object_46758695,0.0016238839,0.0036311148,46405.2389191412,51546365.53989172,Earth,False,31.07,False
7830173,Object_7830173,0.0319561887,0.0714562102,31689.2344366332,9692079.587237008,Earth,False,24.6,False
6683611,Object_6683611,0.1394938229,0.3119176705,34261.2342366543,35270189.37510528,Earth,False,21.4,False
5488097,Object_5488097,0.0165407416,0.0369862226,21485.759281378,43125858.946581446,Earth,False,26.03,False
47498080,Object_47498080,0.0699125232,0.1563291544,33755.3792268242,33671377.26382493,Earth,False,22.9,False
37767578,Object_37767578,0.160160338,0.358129403,55575.301334818,5551962.185175037,Earth,False,21.1,True
12063369,Object_12063369,0.2469192656,0.5521282628,41640.7063384804,38829297.043762974,Earth,False,20.16,True
1882905,Object_1882905,0.3300311834,0.7379721607,44467.4433657305,51817568.31702031,Earth,False,19.53,False
23747167,Object_23747167,0.0033462237,0.0074823838,81579.134856217,63975503.359706566,Earth,False,29.5,False
43304482,Object_43304482,0.096506147,0.2157943048,40398.8044538351,36378169.76789138,Earth,False,22.2,False
46647577,Object_46647577,0.1460679643,0.3266178974,81139.9374387569,64724689.22339041,Earth,False,21.3,False
6803572,Object_6803572,0.2469192656,0.5521282628,87898.7300636117,24736593.79431657,Earth,False,20.16,True
19625646,Object_19625646,0.0316632126,0.0708010957,49264.8630049408,72442159.340094,Earth,False,24.62,False
17270298,Object_17270298,0.0728710415,0.1629446024,40762.2040732786,20149423.383391622,Earth,False,22.81,False
22241169,Object_22241169,0.0201629919,0.0450858206,16961.2343593893,33927582.27105432,Earth,False,25.6,False
38348654,Object_38348654,0.7808272775,1.7459828712,40025.5482722483,74223960.17930962,Earth,False,17.66,True
45795120,Object_45795120,0.0109788026,0.0245493489,27144.255301814,811104.24255939,Earth,False,26.92,False
31883049,Object_31883049,0.0880146521,0.1968067451,63044.6726119594,44573093.6490068,Earth,False,22.4,False
10639133,Object_10639133,0.096506147,0.2157943048,61263.4566429911,18183793.270688582,Earth,False,22.2,False
12236474,Object_12236474,0.058150704,0.130028927,14455.0555393346,64200913.241482206,Earth,False,23.3,False
24258760,Object_24258760,0.0802703167,0.1794898848,50424.1973012128,42254879.53285496,Earth,False,22.6,False
5529119,Object_5529119,0.0127219879,0.0284472297,66824.1696923219,33783058.98520153,Earth,False,26.6,False
41702130,Object_41702130,0.0699125232,0.1563291544,79471.0250065192,14974697.060668012,Earth,False,22.9,False
16291418,Object_16291418,0.0802703167,0.1794898848,43534.4120951116,46398317.60371669,Earth,False,22.6,False
14914320,Object_14914320,0.0921626549,0.2060819612,45279.3543524194,45212487.12265343,Earth,False,22.3,False
45259664,Object_45259664,0.5553349116,1.2417666126,44674.244281818,58874534.89048605,Earth,False,18.4,False
23626931,Object_23626931,0.0670741189,0.1499822895,31177.4803454619,22077756.60785413,Earth,False,22.99,False
2257457,Object_2257457,0.0802703167,0.1794898848,43741.9724721167,30668839.000957064,Earth,False,22.6,False
34096860,Object_34096860,0.1272198785,0.2844722965,54682.6179339601,17135801.937928002,Earth,False,21.6,True
4108139,Object_4108139,0.0366906138,0.0820427065,42096.7676104686,4462482.860167572,Earth,False,24.3,False
33183449,Object_33183449,0.0126635356,0.0283165265,43197.4193108242,61267906.54269207,Earth,False,26.61,False
41339868,Object_41339868,0.0366906138,0.0820427065,56506.1156209976,18829445.03658857,Earth,False,24.3,False
20028210,Object_20028210,0.0530340723,0.1185877909,47009.0462529298,27295770.13640713,Earth,False,23.5,False
14286585,Object_14286585,0.1838886721,0.411187571,22503.9904568909,55215915.601331785,Earth,False,20.8,False
35531474,Object_35531474,0.0518268695,0.1158884032,53864.5641130004,26004433.33404087,Earth,False,23.55,False
31957812,Object_31957812,0.2304384666,0.5152760759,35794.3893383829,42066102.81845004,Earth,False,20.31,False
27491715,Object_27491715,0.04411182,0.0986370281,19687.7268974149,39510724.3922841,Earth,False,23.9,False
31026393,Object_31026393,0.0667659413,0.1492931834,68529.0770080481,61881930.8505092,Earth,False,23.0,False
25866607,Object_25866607,0.2469192656,0.5521282628,74135.4055887506,54179211.57746058,Earth,False,20.16,False
45299653,Object_45299653,0.0139493823,0.0311917671,46119.7177096637,1009294.088778541,Earth,False,26.4,False
26124338,Object_26124338,0.0229379698,0.0512908597,32818.3658831886,29499528.148924503,Earth,False,25.32,False
31216692,Object_31216692,0.0291443905,0.0651688382,21088.1582961021,7645695.901037122,Earth,False,24.8,False
7865314,Object_7865314,0.0555334912,0.1241766613,65979.1320573182,29326799.96489786,Earth,False,23.4,False
9793595,Object_9793595,0.0101054342,0.0225964377,55371.7015563704,58409266.680414215,Earth,False,27.1,False
46043681,Object_46043681,0.1058168859,0.2366137501,66716.7793002245,28115986.83402183,Earth,False,22.0,False
39731258,Object_39731258,0.0009216265,0.0020608196,45067.5823459813,15065.283417924,Earth,False,32.3,False
16634486,Object_16634486,0.0649463841,0.1452245297,51937.7834260764,43375545.22662559,Earth,False,23.06,False
40209159,Object_40209159,0.0183888672,0.0411187571,30239.5293638991,24481982.96182905,Earth,False,25.8,False
24629210,Object_24629210,0.0040230458,0.0089958039,15000.570366742,1429316.587626531,Earth,False,29.1,False
12742213,Object_12742213,0.5064714588,1.1325046106,57820.9318128353,54051429.32548609,Earth,False,18.6,True
37777460,Object_37777460,0.0305179233,0.0682401509,27684.5756193259,31323467.88071937,Earth,False,24.7,False
40619657,Object_40619657,0.008405334,0.0187948982,16789.2157532749,20445349.063551296,Earth,False,27.5,False
31754050,Object_31754050,0.2694976463,0.602615057,78306.4846050894,55312442.35536739,Earth,False,19.97,False
29481514,Object_29481514,0.0139493823,0.0311917671,55052.8713422341,68920054.94393739,Earth,False,26.4,False
15623331,Object_15623331,0.160160338,0.358129403,74347.4252015636,54049595.67447392,Earth,False,21.1,True
1059041,Object_1059041,0.096506147,0.2157943048,45386.1220152175,10474564.425844356,Earth,False,22.2,False
14780406,Object_14780406,0.0175612318,0.0392681082,95845.7405086812,73248857.98522103,Earth,False,25.9,False
39227153,Object_39227153,0.6991252322,1.5632915441,84455.6657078509,72507186.24302988,Earth,False,17.9,False
27992713,Object_27992713,0.011131533,0.0248908644,67034.1482957056,69283944.53713527,Earth,False,26.89,False
598046,Object_598046,0.0305179233,0.0682401509,36218.7293332612,28368410.47085101,Earth,False,24.7,False
35633675,Object_35633675,0.02658,0.0594346868,63409.7818158966,63678404.56296994,Earth,False,25.0,False
46695519,Object_46695519,0.02658,0.0594346868,32127.2352312186,5875765.727604947,Earth,False,25.0,False
38984361,Object_38984361,0.0291443905,0.0651688382,36579.5415001112,1853354.951535949,Earth,False,24.8,False
20954492,Object_20954492,0.0105816886,0.023661375,61680.2036946404,59761841.44566392,Earth,False,27.0,False
8466061,Object_8466061,0.0608912622,0.1361570015,35634.7596952819,74677289.70144653,Earth,False,23.2,False
28346594,Object_28346594,0.2262324906,0.5058712276,52360.899490611,51641784.08786616,Earth,False,20.35,False
16102223,Object_16102223,0.0183888672,0.0411187571,22049.1221034953,9687944.283236172,Earth,False,25.8,False
42286401,Object_42286401,0.0555334912,0.1241766613,42787.5265238782,48725675.56055696,Earth,False,23.4,False
5532173,Object_5532173,0.0133215567,0.0297879063,42967.1236450352,974856.150471783,Earth,False,26.5,False
48471754,Object_48471754,0.0096506147,0.0215794305,43414.7501920421,35821733.99787883,Earth,False,27.2,False
19341980,Object_19341980,0.0132603497,0.0296510433,70694.8469375303,28321733.33240808,Earth,False,26.51,False
32234008,Object_32234008,0.0040045616,0.0089544719,71968.585258512,65545389.27172308,Earth,False,29.11,False
20637115,Object_20637115,0.1332155667,0.2978790628,147936.3968049588,49488642.230427325,Earth,False,21.5,False
24937680,Object_24937680,0.0699125232,0.1563291544,62272.5070349495,12653923.235201748,Earth,False,22.9,False
40111143,Object_40111143,0.096506147,0.2157943048,54083.265728364,25362869.95824969,Earth,False,22.2,False
49103364,Object_49103364,0.0263363131,0.0588897864,20634.0334858523,40937129.610883206,Earth,False,25.02,False
21919210,Object_21919210,0.0840533402,0.1879489824,16948.6381806901,46609260.21955973,Earth,False,22.5,False
3904756,Object_3904756,0.04411182,0.0986370281,51766.4864985541,4167334.311022978,Earth,False,23.9,False
8743781,Object_8743781,0.0146067964,0.0326617897,36064.1521167552,3567524.987290479,Earth,False,26.3,False
29281304,Object_29281304,0.0305179233,0.0682401509,50166.5575544827,3197085.984384213,Earth,False,24.7,False
9329044,Object_9329044,0.4619074603,1.0328564805,42549.8492646245,41650050.632112056,Earth,False,18.8,False
8320829,Object_8320829,0.0160160338,0.0358129403,24733.3918307782,35311522.02492396,Earth,False,26.1,False
40031167,Object_40031167,0.2783267681,0.6223575734,37183.927706667,11538638.367378006,Earth,False,19.9,True
43067640,Object_43067640,0.0766575574,0.1714115092,34225.4855647356,29425961.257102463,Earth,False,22.7,False
4718202,Object_4718202,0.1838886721,0.411187571,62699.8359348104,45435648.51852339,Earth,False,20.8,False
33362307,Object_33362307,0.0167708462,0.0375007522,31078.9436634613,933824.805723071,Earth,False,26.0,False
38056426,Object_38056426,0.1925550782,0.4305662442,32295.9097744916,40372881.63066223,Earth,False,20.7,False
35972061,Object_35972061,0.0396236954,0.0886012765,45134.892883282,6018192.264671609,Earth,False,24.133,False
8536894,Object_8536894,0.0481454197,0.1076564312,56052.0695540153,73676886.93215185,Earth,False,23.71,False
39334625,Object_39334625,0.2034955781,0.4550299458,75702.0697310268,60700021.2548197,Earth,False,20.58,False
32671558,Object_32671558,0.0175612318,0.0392681082,16492.6423163911,4745599.626622741,Earth,False,25.9,False
3431604,Object_3431604,0.0182202771,0.0407417781,66811.0464195476,51305353.40810359,Earth,False,25.82,False
33146133,Object_33146133,0.0231502122,0.0517654482,11269.5411835386,7416157.073170121,Earth,False,25.3,False
26281166,Object_26281166,0.0027324673,0.0061099827,16645.645420696,44340730.48815314,Earth,False,29.94,False
11030295,Object_11030295,0.0350392641,0.0783501764,52316.4404271251,3976067.225916373,Earth,False,24.4,False
42179776,Object_42179776,0.0128989683,0.02884297,50428.5213743543,37083827.70781322,Earth,False,26.57,False
1243673,Object_1243673,0.2783267681,0.6223575734,78376.616927609,69678938.41474503,Earth,False,19.9,False
47207288,Object_47207288,0.0167708462,0.0375007522,69299.5144789598,65342235.90281541,Earth,False,26.0,False
6578924,Object_6578924,0.0384197891,0.0859092601,59288.3360986496,68568312.45842692,Earth,False,24.2,False
12365134,Object_12365134,0.04411182,0.0986370281,36043.0466427673,48528371.01957269,Earth,False,23.9,False
17391127,Object_17391127,0.0161642283,0.0361443134,32332.7528887852,5128383.550479916,Earth,False,26.08,False
13408236,Object_13408236,0.0105816886,0.023661375,16586.9717660145,19423083.58282165,Earth,False,27.0,False
13525772,Object_13525772,0.0589596608,0.1318378096,35968.676488295,22286099.152877428,Earth,False,23.27,False
7871574,Object_7871574,0.0319561887,0.0714562102,39425.1900568056,5502169.476612118,Earth,False,24.6,False
18873528,Object_18873528,0.096506147,0.2157943048,60862.0836558791,73798635.43827584,Earth,False,22.2,False
4425101,Object_4425101,0.0319561887,0.0714562102,21177.2453344105,68966610.45931202,Earth,False,24.6,False
2493794,Object_2493794,0.02658,0.0594346868,62639.6253195334,38727530.02593914,Earth,False,25.0,False
13383102,Object_13383102,0.0766575574,0.1714115092,45602.6056802928,37520938.7863111,Earth,False,22.7,False
25295337,Object_25295337,0.2526707542,0.5649889822,58430.6971996129,38337496.948336646,Earth,False,20.11,True
14256079,Object_14256079,0.1010543415,0.2259643771,71396.6474803601,40533013.19532169,Earth,False,22.1,False
1868820,Object_1868820,0.0305179233,0.0682401509,19846.6181706734,26326266.16389012,Earth,False,24.7,False
30501717,Object_30501717,0.0152951935,0.0342010925,61119.9608500429,45193391.65765792,Earth,False,26.2,False
20607082,Object_20607082,0.0305179233,0.0682401509,37547.6041624838,30209588.499844063,Earth,False,24.7,False
3172777,Object_3172777,0.0384197891,0.0859092601,91728.0222035537,32381325.58196091,Earth,False,24.2,False
6244151,Object_6244151,0.2469192656,0.5521282628,85146.7084696044,16984758.354112323,Earth,False,20.16,True
10876952,Object_10876952,0.0031956189,0.007145621,53000.0336130588,35099427.28108511,Earth,False,29.6,False
49873676,Object_49873676,0.0073884779,0.0165211388,23439.150764344,34684339.59709439,Earth,False,27.78,False
25797338,Object_25797338,0.0146067964,0.0326617897,38174.8530035128,1504411.5319319,Earth,False,26.3,False
